,loss,mape,mse,val_loss,val_mape,val_mse
0,0.00995228998363018,18.10820770263672,1.2313567822275218e-05,0.009728046134114265,8.09146499633789,2.0340348783065565e-06
1,0.00973555538803339,8.073376655578613,2.1076675693620928e-06,0.009727765806019306,7.550395488739014,2.031342546615633e-06
2,0.009735731407999992,8.1527099609375,2.116456698786351e-06,0.009727655909955502,7.7439188957214355,2.006569729928742e-06
3,0.00977342575788498,12.44279670715332,4.443558736966224e-06,0.009754803963005543,10.187542915344238,2.722423687373521e-06
4,0.009751580655574799,8.601900100708008,2.222491275460925e-06,0.009743603877723217,8.465266227722168,2.1387650122051127e-06
5,0.009751115925610065,8.498271942138672,2.1777266283606878e-06,0.009743544273078442,8.525737762451172,2.091420810756972e-06
6,0.009751004166901112,8.463225364685059,2.1541577552852686e-06,0.00974336452782154,8.157537460327148,2.0891332042083377e-06
7,0.009750992991030216,8.457064628601074,2.1504195046873065e-06,0.009743166156113148,8.587967872619629,2.0172494714643108e-06
8,0.009750992059707642,8.446035385131836,2.1474324967130087e-06,0.00974314846098423,8.240903854370117,2.0412460344232386e-06
9,0.009750988334417343,8.442076683044434,2.1394744180724956e-06,0.009743205271661282,8.136557579040527,2.052294576060376e-06
10,0.009750761091709137,8.391968727111816,2.0897455215163063e-06,0.009742789901793003,8.245037078857422,1.9281987988506444e-06
11,0.009750232100486755,8.243940353393555,1.979079570446629e-06,0.009741577319800854,7.787087440490723,1.671389100010856e-06
12,0.009747672826051712,7.806354522705078,1.4108671848589438e-06,0.009737683460116386,7.247519016265869,8.232157142629148e-07
13,0.009743533097207546,6.9478020668029785,5.284963435769896e-07,0.00973445177078247,6.30600118637085,1.3553345468153566e-07
14,0.009741338901221752,6.293724060058594,9.342181783722481e-08,0.009733862243592739,6.023308277130127,6.588793155515305e-08
15,0.009739266708493233,6.074033260345459,5.7667335795485997e-08,0.009729827754199505,6.214184284210205,4.637039907606777e-08
16,0.0097368648275733,5.873330116271973,4.952315890704995e-08,0.00972957257181406,5.887077808380127,4.572865108798396e-08
17,0.009736570529639721,5.661561965942383,4.3740541855186166e-08,0.009729118086397648,5.449832439422607,3.7845460099106276e-08
18,0.009736858308315277,5.875292778015137,2.0782754006631876e-07,0.009728718549013138,5.4045281410217285,2.564409840033477e-07
19,0.00973554514348507,5.094285488128662,2.3449797481589485e-07,0.00972801074385643,4.785683631896973,2.1251472048788855e-07
20,0.009734955616295338,4.4166975021362305,2.0666607269959059e-07,0.009727811440825462,4.392545223236084,2.013935187505922e-07
